,Type,ID,Date,ID_Group,Push,Boo,Neutral,Statistics,Total messages,Popularity
4097,清除跳板帳號,pencil860408,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
4098,清除跳板帳號,qaz99945we,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
4099,清除跳板帳號,mithrilchen,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
4100,清除跳板帳號,rock1107,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
4101,清除跳板帳號,ej3yju4,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
4102,清除跳板帳號,k1999888,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
4103,清除跳板帳號,gk8952,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
4104,清除跳板帳號,asd8900333,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
4105,清除跳板帳號,jack990021,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
4106,清除跳板帳號,ts882570,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
4107,清除跳板帳號,a8853083,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
4108,清除跳板帳號,jnnieauy,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
4109,清除跳板帳號,t7228226,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
4110,清除跳板帳號,tezuka2002,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
4111,清除跳板帳號,arthur60112,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
4112,清除跳板帳號,k123kevin713,2019-11-10-7,M.1573318500.A.BAD,0,0,0,0,0,Normal
4113,清除跳板帳號,happykean,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4114,清除跳板帳號,bjackchen,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4115,清除跳板帳號,shiieng,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4116,清除跳板帳號,isoet,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4117,清除跳板帳號,itsumi77,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4118,清除跳板帳號,lisajaneflo,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4119,清除跳板帳號,s980815,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4120,清除跳板帳號,mousememe,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4121,清除跳板帳號,qdsfggliqp,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4122,清除跳板帳號,ccu810,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4123,清除跳板帳號,qwe23999,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4124,清除跳板帳號,rTommy,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4125,清除跳板帳號,okoplp,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4126,清除跳板帳號,obalisktim,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4127,清除跳板帳號,ginliu,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4128,清除跳板帳號,ssss8738,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4129,清除跳板帳號,arronwei,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4130,清除跳板帳號,jajajabow,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4131,清除跳板帳號,to22fish,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4132,清除跳板帳號,nudivid,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4133,清除跳板帳號,k3020779,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4134,清除跳板帳號,rockke,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4135,清除跳板帳號,chelsea0312,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4136,清除跳板帳號,karta1407060,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4137,清除跳板帳號,tuxedo79619,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4138,清除跳板帳號,a456852003,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4139,清除跳板帳號,ms0301735,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4140,清除跳板帳號,ttps112000,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4141,清除跳板帳號,scorpius7711,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4142,清除跳板帳號,ji3rul4tp61i,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4143,清除跳板帳號,samchen1214,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4144,清除跳板帳號,orgerx,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4145,清除跳板帳號,Amorship,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4146,清除跳板帳號,a10141014a,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4147,清除跳板帳號,usuallyes,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4148,清除跳板帳號,imnz730,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4149,清除跳板帳號,frank7456,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4150,清除跳板帳號,abc13929,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4151,清除跳板帳號,jw810707,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4152,清除跳板帳號,nick198911,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4153,清除跳板帳號,kilikghost,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4154,清除跳板帳號,zeroppc,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4155,清除跳板帳號,uscak,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4156,清除跳板帳號,linli46105,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4157,清除跳板帳號,wan771129,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4158,清除跳板帳號,bigshow7410,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4159,清除跳板帳號,hg0148,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4160,清除跳板帳號,chung646551,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4161,清除跳板帳號,hugh00335,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4162,清除跳板帳號,p22668844,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4163,清除跳板帳號,pigy98781,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4164,清除跳板帳號,age0214,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4165,清除跳板帳號,kaedeshirou,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4166,清除跳板帳號,vicpit,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4167,清除跳板帳號,javky168,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4168,清除跳板帳號,yake2434,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4169,清除跳板帳號,cat771115,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4170,清除跳板帳號,alexlin222,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4171,清除跳板帳號,willloxa,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4172,清除跳板帳號,joansun0731,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4173,清除跳板帳號,harlemgogo,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4174,清除跳板帳號,mick23,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4175,清除跳板帳號,yy53542306,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4176,清除跳板帳號,ivy262626,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4177,清除跳板帳號,eggjinjin,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4178,清除跳板帳號,qw881841,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4179,清除跳板帳號,gobo1022,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4180,清除跳板帳號,rival1,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4181,清除跳板帳號,Lucas9980,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4182,清除跳板帳號,nonie82122,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4183,清除跳板帳號,chncheng,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4184,清除跳板帳號,aryfish,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4185,清除跳板帳號,jack89164,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4186,清除跳板帳號,ckobashi,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4187,清除跳板帳號,waiting0508,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4188,清除跳板帳號,william0307,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4189,清除跳板帳號,pig867,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4190,清除跳板帳號,tracy6121,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4191,清除跳板帳號,chanxu,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4192,清除跳板帳號,ginnychen,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4193,清除跳板帳號,ericke30,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4194,清除跳板帳號,m9903003,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4195,清除跳板帳號,asdasd6303,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4196,清除跳板帳號,wizoza73467,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4197,清除跳板帳號,mr111477,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4198,清除跳板帳號,flemingtnk,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4199,清除跳板帳號,laijinkai,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4200,清除跳板帳號,yogo868,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4201,清除跳板帳號,newlife9226,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4202,清除跳板帳號,s2oriuxai,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4203,清除跳板帳號,lioushujhen,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4204,清除跳板帳號,g11966,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4205,清除跳板帳號,myangel1038,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4206,清除跳板帳號,hotblood7,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4207,清除跳板帳號,geor7160,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4208,清除跳板帳號,bigawen,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4209,清除跳板帳號,poki543,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4210,清除跳板帳號,sulen,2019-11-10-7,M.1573373010.A.E8F,0,0,0,0,0,Normal
4211,清除跳板帳號,a0tim,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4212,清除跳板帳號,airum12,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4213,清除跳板帳號,ba9876542002,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4214,清除跳板帳號,blithe1993,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4215,清除跳板帳號,channing915,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4216,清除跳板帳號,david50113,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4217,清除跳板帳號,eacd12345,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4218,清除跳板帳號,fishymo,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4219,清除跳板帳號,gai215469,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4220,清除跳板帳號,goodjobman7,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4221,清除跳板帳號,gzes89s61,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4222,清除跳板帳號,h30299,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4223,清除跳板帳號,he01784199,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4224,清除跳板帳號,i85773197,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4225,清除跳板帳號,jackylickzoe,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4226,清除跳板帳號,jojojoebob,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4227,清除跳板帳號,justinm12569,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4228,清除跳板帳號,kkjh30201,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4229,清除跳板帳號,leo2360,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4230,清除跳板帳號,love739357,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4231,清除跳板帳號,NailoC,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4232,清除跳板帳號,njyunjyu,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4233,清除跳板帳號,qoopower,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4234,清除跳板帳號,roya9802,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4235,清除跳板帳號,s94492,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4236,清除跳板帳號,servan,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4237,清除跳板帳號,shinjan0518,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4238,清除跳板帳號,skylark0927,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4239,清除跳板帳號,verylovemary,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4240,清除跳板帳號,volcom5,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4241,清除跳板帳號,w22071122,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4242,清除跳板帳號,wilsom123,2019-11-4-1,M.1572876156.A.500,0,0,0,0,0,Normal
4243,清除跳板帳號,iwant81424,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4244,清除跳板帳號,pk911877,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4245,清除跳板帳號,toyota790,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4246,清除跳板帳號,lo820412,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4247,清除跳板帳號,arcai,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4248,清除跳板帳號,sister790315,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4249,清除跳板帳號,dymezqeen,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4250,清除跳板帳號,g12121g,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4251,清除跳板帳號,tallguy10213,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4252,清除跳板帳號,chocoholic72,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4253,清除跳板帳號,k01030709,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4254,清除跳板帳號,karta164365,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4255,清除跳板帳號,jimmy8186,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4256,清除跳板帳號,mantw,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4257,清除跳板帳號,Mysterioux,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4258,清除跳板帳號,bluelight800,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4259,清除跳板帳號,z7436533,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4260,清除跳板帳號,ray287168,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4261,清除跳板帳號,e5428jrm,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4262,清除跳板帳號,v2100v,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4263,清除跳板帳號,s86801,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4264,清除跳板帳號,poopoo545,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4265,清除跳板帳號,jerrysng,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4266,清除跳板帳號,vancent1226,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4267,清除跳板帳號,matrixhasu,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4268,清除跳板帳號,behappygen,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4269,清除跳板帳號,odin928,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4270,清除跳板帳號,tyotao0o,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4271,清除跳板帳號,johnny7631,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4272,清除跳板帳號,sacredshadow,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4273,清除跳板帳號,chenui,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4274,清除跳板帳號,jack555007,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4275,清除跳板帳號,firedevil,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4276,清除跳板帳號,a100285678,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4277,清除跳板帳號,karta1242478,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4278,清除跳板帳號,ab2880,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4279,清除跳板帳號,nk920336,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4280,清除跳板帳號,canneamy,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4281,清除跳板帳號,zeroasn63,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4282,清除跳板帳號,mutan111,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4283,清除跳板帳號,madoka9,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4284,清除跳板帳號,hippois1105,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4285,清除跳板帳號,hinet1688,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4286,清除跳板帳號,disparage,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4287,清除跳板帳號,kaim3x,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4288,清除跳板帳號,j9614253,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4289,清除跳板帳號,tw0325795,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4290,清除跳板帳號,hengshuan,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4291,清除跳板帳號,skyswing,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4292,清除跳板帳號,vfcnmgfh,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4293,清除跳板帳號,chris85421,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4294,清除跳板帳號,sean20199,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4295,清除跳板帳號,dannytaco,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4296,清除跳板帳號,heidi2026,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4297,清除跳板帳號,potterla,2019-11-9-6,M.1573269363.A.280,0,0,0,0,0,Normal
4298,清除跳板帳號,cport21,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4299,清除跳板帳號,hkst712,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4300,清除跳板帳號,c102753951,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4301,清除跳板帳號,annkokhao,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4302,清除跳板帳號,ex83114ex,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4303,清除跳板帳號,hazegolden,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4304,清除跳板帳號,a83829x33,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4305,清除跳板帳號,wx020202,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4306,清除跳板帳號,boyqj,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4307,清除跳板帳號,chouy,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4308,清除跳板帳號,zera7777,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4309,清除跳板帳號,wendy2678,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4310,清除跳板帳號,moralflex,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4311,清除跳板帳號,krdo2002,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4312,清除跳板帳號,char0831,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4313,清除跳板帳號,PUNXAZ,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4314,清除跳板帳號,aeiou0719,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4315,清除跳板帳號,q87052,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4316,清除跳板帳號,a84653373,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4317,清除跳板帳號,miracleian,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4318,清除跳板帳號,typvuui,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4319,清除跳板帳號,ga131798,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4320,清除跳板帳號,wayne0108,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4321,清除跳板帳號,a0926887875,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4322,清除跳板帳號,iverson7394,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4323,清除跳板帳號,z313939889,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4324,清除跳板帳號,ansys11,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4325,清除跳板帳號,boy10387,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4326,清除跳板帳號,midautum,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4327,清除跳板帳號,ek012345,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4328,清除跳板帳號,wenking,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4329,清除跳板帳號,gherkin1026,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4330,清除跳板帳號,able3369,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4331,清除跳板帳號,g07053864,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4332,清除跳板帳號,jesse6722,2019-11-9-6,M.1573267061.A.ABB,0,0,0,0,0,Normal
4333,清除跳板帳號,b91103032,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4334,清除跳板帳號,blackbeetle,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4335,清除跳板帳號,cd30515,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4336,清除跳板帳號,trafay00,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4337,清除跳板帳號,life70129,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4338,清除跳板帳號,Lonely5428,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4339,清除跳板帳號,u39132003,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4340,清除跳板帳號,jack331029,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4341,清除跳板帳號,tsunami61213,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4342,清除跳板帳號,mx3000,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4343,清除跳板帳號,a0916327869,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4344,清除跳板帳號,g93231105,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4345,清除跳板帳號,dodoshome,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4346,清除跳板帳號,suc755316,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4347,清除跳板帳號,teamspike,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4348,清除跳板帳號,Fantiphoenix,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4349,清除跳板帳號,gj94vup,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4350,清除跳板帳號,as789201,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4351,清除跳板帳號,zackmarc,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4352,清除跳板帳號,demon1201,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4353,清除跳板帳號,angela7484,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4354,清除跳板帳號,siamails,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4355,清除跳板帳號,hsc521412,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4356,清除跳板帳號,bug52031,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4357,清除跳板帳號,wukwang,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4358,清除跳板帳號,lk558,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
4359,清除跳板帳號,runman21,2019-11-9-6,M.1573282257.A.6F3,0,0,0,0,0,Normal
